metric,value
session_id,20260518_135533
session_duration_s,62.014
tasks_recorded,3
tasks_completed,2
total_actions,7
unintentional_actions,0
unintentional_rate,0.0
recognition_accuracy_proxy,1.0
frames_total,584
frames_right_hand_detected,521
right_hand_loss_rate,0.108
