metric,value
session_id,20260514_151855
session_duration_s,32.915
tasks_recorded,2
tasks_completed,0
total_actions,1
unintentional_actions,0
unintentional_rate,0.0
recognition_accuracy_proxy,1.0
frames_total,231
frames_right_hand_detected,134
right_hand_loss_rate,0.42
