metric,value
session_id,20260514_153546
session_duration_s,50.104
tasks_recorded,3
tasks_completed,0
total_actions,8
unintentional_actions,0
unintentional_rate,0.0
recognition_accuracy_proxy,1.0
frames_total,343
frames_right_hand_detected,310
right_hand_loss_rate,0.096
