metric,value
session_id,20260518_151912
session_duration_s,85.916
tasks_recorded,3
tasks_completed,2
total_actions,16
unintentional_actions,0
unintentional_rate,0.0
recognition_accuracy_proxy,1.0
frames_total,875
frames_right_hand_detected,784
right_hand_loss_rate,0.104
