metric,value
session_id,20260514_152253
session_duration_s,59.775
tasks_recorded,1
tasks_completed,0
total_actions,12
unintentional_actions,0
unintentional_rate,0.0
recognition_accuracy_proxy,1.0
frames_total,445
frames_right_hand_detected,362
right_hand_loss_rate,0.187
