metric,value
session_id,20260514_150549
session_duration_s,21.191
tasks_recorded,1
tasks_completed,0
total_actions,1
unintentional_actions,0
unintentional_rate,0.0
recognition_accuracy_proxy,1.0
frames_total,149
frames_right_hand_detected,54
right_hand_loss_rate,0.638
