metric,value
session_id,20260514_161536
session_duration_s,59.918
tasks_recorded,21
tasks_completed,0
total_actions,2
unintentional_actions,0
unintentional_rate,0.0
recognition_accuracy_proxy,1.0
frames_total,503
frames_right_hand_detected,89
right_hand_loss_rate,0.823
