metric,value
session_id,20260518_155506
session_duration_s,41.834
tasks_recorded,1
tasks_completed,0
total_actions,8
unintentional_actions,0
unintentional_rate,0.0
recognition_accuracy_proxy,1.0
frames_total,324
frames_right_hand_detected,262
right_hand_loss_rate,0.191
panel_opens,1
