task_idx,name,start_t,end_t,duration_s,total_slots,misplacements,correct_placements,mode_changes,action_C,action_F,action_X,action_Z,unintentional,completed,error_rate
0,Practice 1 - Copy & Paste,0.012,21.755,21.743,3,0,3,0,4,0,1,0,0,True,0.0
1,Practice 2 - Delete + Drag,24.279,79.964,55.685,4,0,2,0,4,0,5,2,0,True,0.0
2,Practice 1 - Copy & Paste,82.467,85.913,3.446,3,0,0,0,0,0,0,0,0,False,0.0
