task_idx,name,start_t,end_t,duration_s,total_slots,misplacements,correct_placements,mode_changes,action_C,action_F,action_X,action_Z,unintentional,completed,error_rate
0,Practice 1 - Copy & Paste,0.011,16.605,16.594,3,0,3,0,4,0,0,0,0,True,0.0
1,Practice 2 - Delete + Drag,19.128,19.638,0.51,4,0,0,0,0,0,0,0,0,False,0.0
