metric,value
session_id,20260514_163448
session_duration_s,82.366
tasks_recorded,3
tasks_completed,1
total_actions,21
unintentional_actions,0
unintentional_rate,0.0
recognition_accuracy_proxy,1.0
frames_total,632
frames_right_hand_detected,494
right_hand_loss_rate,0.218
