metric,value
session_id,20260514_145716
session_duration_s,99.765
tasks_recorded,1
tasks_completed,0
total_actions,31
unintentional_actions,0
unintentional_rate,0.0
recognition_accuracy_proxy,1.0
frames_total,764
frames_right_hand_detected,563
right_hand_loss_rate,0.263
