metric,value
session_id,20260518_152621
session_duration_s,450.497
tasks_recorded,2
tasks_completed,1
total_actions,12
unintentional_actions,0
unintentional_rate,0.0
recognition_accuracy_proxy,1.0
frames_total,3830
frames_right_hand_detected,571
right_hand_loss_rate,0.851
