metric,value
session_id,20260512_172323
session_duration_s,44.912
tasks_recorded,2
tasks_completed,0
total_actions,9
unintentional_actions,0
unintentional_rate,0.0
recognition_accuracy_proxy,1.0
frames_total,378
frames_right_hand_detected,296
right_hand_loss_rate,0.217
