task_idx,name,task_type,subtype,start_t,end_t,duration_s,total_slots,misplacements,correct_placements,mode_changes,action_C,action_F,action_X,action_Z,action_batch_move,action_batch_delete,action_trash_drop,unintentional,completed,timeout,travel_distance,action_count,error_rate
0,Cleanup — Keep Red,classify,cleanup_keep,0.09,112.161,112.071,0,0,0,0,0,0,0,0,0,0,3,0,False,False,0.0,0,0.0
