metric,value
session_id,20260514_161114
session_duration_s,56.157
tasks_recorded,9
tasks_completed,0
total_actions,7
unintentional_actions,0
unintentional_rate,0.0
recognition_accuracy_proxy,1.0
frames_total,403
frames_right_hand_detected,226
right_hand_loss_rate,0.439
