metric,value
session_id,20260514_175139
session_duration_s,120.212
tasks_recorded,6
tasks_completed,0
total_actions,0
unintentional_actions,0
unintentional_rate,0.0
recognition_accuracy_proxy,1.0
frames_total,889
frames_right_hand_detected,0
right_hand_loss_rate,1.0
