task_idx,name,start_t,end_t,duration_s,total_slots,misplacements,correct_placements,mode_changes,action_C,action_F,action_X,action_Z,unintentional,completed,error_rate
0,Gate,0.045,3.281,3.236,14,0,0,0,0,0,0,0,0,False,0.0
5,Sunshine Cleanup,3.281,65.737,62.456,9,1,4,7,6,0,5,5,0,False,0.2
0,Gate,65.738,66.442,0.704,14,0,0,0,0,0,0,0,0,False,0.0
