metric,value
session_id,20260514_153345
session_duration_s,24.551
tasks_recorded,2
tasks_completed,0
total_actions,3
unintentional_actions,0
unintentional_rate,0.0
recognition_accuracy_proxy,1.0
frames_total,178
frames_right_hand_detected,122
right_hand_loss_rate,0.315
