metric,value
session_id,20260514_162006
session_duration_s,175.216
tasks_recorded,4
tasks_completed,2
total_actions,48
unintentional_actions,0
unintentional_rate,0.0
recognition_accuracy_proxy,1.0
frames_total,1410
frames_right_hand_detected,1032
right_hand_loss_rate,0.268
