metric,value
build,ut_c
session_id,20260529_135358
session_duration_s,177.967
tasks_recorded,3
tasks_completed,1
total_actions,77
unintentional_actions,0
unintentional_rate,0.0
recognition_accuracy_proxy,1.0
frames_total,1252
frames_right_hand_detected,1123
right_hand_loss_rate,0.103
panel_opens,4
