metric,value
session_id,20260514_160848
session_duration_s,26.758
tasks_recorded,1
tasks_completed,0
total_actions,1
unintentional_actions,0
unintentional_rate,0.0
recognition_accuracy_proxy,1.0
frames_total,177
frames_right_hand_detected,97
right_hand_loss_rate,0.452
